id_responden,negara,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,skala_politik,tahun_lahir,usia,religiusitas,jenis_kelamin,status_pernikahan,status_pekerjaan
702070828,Singapura,1.0,1.0,3.0,2.0,6,6.0,6.0,2.0,1963.0,56.0,8.0,Laki-laki,Lajang,Paruh waktu
702070829,Singapura,1.0,2.0,2.0,2.0,8,8.0,7.0,1.0,1948.0,71.0,9.0,Perempuan,Menikah,Pensiunan
702070830,Singapura,1.0,2.0,1.0,1.0,9,10.0,9.0,4.0,1964.0,55.0,9.0,Perempuan,Menikah,Paruh waktu
702070831,Singapura,2.0,2.0,3.0,1.0,9,10.0,6.0,1.0,1995.0,24.0,3.0,Laki-laki,Lajang,Tidak bekerja
702070832,Singapura,1.0,2.0,2.0,2.0,9,9.0,9.0,2.0,1980.0,39.0,7.0,Perempuan,Menikah,Penuh waktu
702070833,Singapura,1.0,2.0,2.0,2.0,8,4.0,4.0,3.0,1994.0,25.0,8.0,Laki-laki,Lajang,Penuh waktu
702070834,Singapura,1.0,1.0,1.0,2.0,7,7.0,7.0,1.0,1992.0,27.0,1.0,Perempuan,Lajang,Penuh waktu
702070835,Singapura,1.0,2.0,2.0,1.0,9,9.0,9.0,1.0,1942.0,77.0,7.0,Perempuan,Menikah,Pensiunan
702070836,Singapura,1.0,2.0,2.0,3.0,6,8.0,8.0,2.0,1938.0,81.0,9.0,Perempuan,Menikah,Pensiunan
702070837,Singapura,1.0,2.0,1.0,1.0,8,7.0,7.0,1.0,1967.0,52.0,7.0,Perempuan,Lajang,Penuh waktu
702070838,Singapura,1.0,2.0,2.0,2.0,8,9.0,9.0,5.0,1982.0,37.0,7.0,Perempuan,Lajang,Penuh waktu
702070839,Singapura,1.0,2.0,2.0,2.0,6,8.0,7.0,3.0,1946.0,73.0,1.0,Laki-laki,Menikah,Pensiunan
702070840,Singapura,1.0,2.0,3.0,1.0,7,5.0,3.0,5.0,1979.0,40.0,7.0,Laki-laki,Menikah,Penuh waktu
702070841,Singapura,1.0,1.0,2.0,3.0,6,8.0,5.0,3.0,1998.0,21.0,7.0,Laki-laki,Lajang,Lainnya
702070842,Singapura,1.0,1.0,1.0,1.0,10,10.0,7.0,1.0,1975.0,44.0,8.0,Perempuan,Menikah,Tidak bekerja
702070843,Singapura,2.0,2.0,3.0,2.0,5,4.0,4.0,6.0,1961.0,58.0,7.0,Laki-laki,Menikah,Penuh waktu
702070844,Singapura,1.0,2.0,2.0,1.0,4,4.0,3.0,4.0,1976.0,43.0,6.0,Laki-laki,Menikah,Penuh waktu
702070845,Singapura,1.0,2.0,2.0,2.0,5,10.0,8.0,1.0,1963.0,56.0,9.0,Perempuan,Lajang,Tidak bekerja
702070846,Singapura,1.0,2.0,2.0,2.0,8,8.0,6.0,1.0,1938.0,81.0,3.0,Laki-laki,Janda/Duda,Pensiunan
702070847,Singapura,1.0,1.0,1.0,2.0,7,7.0,7.0,1.0,1983.0,36.0,7.0,Perempuan,Menikah,Paruh waktu
702070848,Singapura,1.0,3.0,2.0,2.0,2,2.0,2.0,1.0,1963.0,56.0,3.0,Laki-laki,Menikah,Paruh waktu
702070849,Singapura,1.0,2.0,1.0,2.0,6,7.0,7.0,2.0,1967.0,52.0,1.0,Perempuan,Menikah,Penuh waktu
702070850,Singapura,2.0,1.0,1.0,4.0,5,4.0,1.0,1.0,1951.0,68.0,9.0,Perempuan,Janda/Duda,Pensiunan
702070851,Singapura,1.0,2.0,2.0,2.0,8,9.0,9.0,5.0,1987.0,32.0,8.0,Perempuan,Menikah,Penuh waktu
702070852,Singapura,1.0,1.0,2.0,1.0,7,4.0,3.0,3.0,1997.0,22.0,6.0,Laki-laki,Lajang,Lainnya
702070853,Singapura,1.0,2.0,2.0,2.0,6,8.0,5.0,3.0,1992.0,27.0,7.0,Perempuan,Lajang,Penuh waktu
702070854,Singapura,1.0,2.0,2.0,1.0,8,8.0,8.0,1.0,1977.0,42.0,3.0,Laki-laki,Menikah,Penuh waktu
702070855,Singapura,2.0,3.0,2.0,2.0,6,6.0,5.0,5.0,1971.0,49.0,1.0,Laki-laki,Menikah,Penuh waktu
702070856,Singapura,1.0,1.0,1.0,2.0,7,6.0,8.0,5.0,1989.0,31.0,10.0,Perempuan,Menikah,Penuh waktu
702070857,Singapura,1.0,2.0,2.0,4.0,4,10.0,3.0,-1.0,1946.0,73.0,8.0,Perempuan,Menikah,Pensiunan
702070858,Singapura,1.0,2.0,2.0,1.0,7,7.0,6.0,3.0,1998.0,22.0,5.0,Laki-laki,Lajang,Paruh waktu
702070859,Singapura,1.0,1.0,2.0,2.0,10,8.0,7.0,5.0,1993.0,27.0,3.0,Laki-laki,Lajang,Penuh waktu
702070860,Singapura,1.0,1.0,3.0,1.0,1,4.0,4.0,2.0,1958.0,61.0,1.0,Laki-laki,Menikah,Penuh waktu
702070861,Singapura,1.0,1.0,1.0,3.0,9,8.0,7.0,3.0,1998.0,21.0,10.0,Perempuan,Lajang,Paruh waktu
702070862,Singapura,1.0,1.0,1.0,1.0,8,9.0,9.0,1.0,1965.0,54.0,5.0,Perempuan,Menikah,Ibu rumah tangga
702070863,Singapura,2.0,2.0,2.0,1.0,9,8.0,3.0,4.0,1977.0,42.0,7.0,Perempuan,Menikah,Ibu rumah tangga
702070864,Singapura,1.0,2.0,2.0,4.0,8,7.0,7.0,1.0,1941.0,78.0,6.0,Laki-laki,Menikah,Pensiunan
702070865,Singapura,1.0,2.0,2.0,2.0,8,8.0,7.0,2.0,1985.0,34.0,10.0,Perempuan,Menikah,Penuh waktu
702070866,Singapura,1.0,2.0,2.0,2.0,6,5.0,6.0,7.0,1956.0,63.0,9.0,Perempuan,Menikah,Pensiunan
702070867,Singapura,1.0,2.0,1.0,2.0,5,6.0,6.0,4.0,1968.0,51.0,3.0,Perempuan,Menikah,Ibu rumah tangga
702070868,Singapura,1.0,1.0,2.0,1.0,10,10.0,10.0,1.0,1982.0,37.0,7.0,Perempuan,Menikah,Penuh waktu
702070869,Singapura,1.0,2.0,3.0,2.0,8,8.0,6.0,1.0,1951.0,68.0,6.0,Laki-laki,Menikah,Pensiunan
702070870,Singapura,1.0,2.0,3.0,2.0,6,8.0,8.0,3.0,1951.0,68.0,9.0,Laki-laki,Menikah,Pensiunan
702070871,Singapura,2.0,3.0,2.0,3.0,5,6.0,4.0,7.0,1948.0,71.0,7.0,Laki-laki,Menikah,Pensiunan
702070872,Singapura,1.0,1.0,1.0,1.0,8,8.0,8.0,2.0,1951.0,68.0,10.0,Laki-laki,Menikah,Pensiunan
702070873,Singapura,1.0,2.0,3.0,1.0,9,9.0,9.0,4.0,1956.0,63.0,10.0,Perempuan,Menikah,Pensiunan
702070874,Singapura,1.0,2.0,2.0,2.0,10,10.0,10.0,1.0,1974.0,45.0,9.0,Perempuan,Menikah,Ibu rumah tangga
702070875,Singapura,1.0,2.0,2.0,2.0,8,6.0,7.0,6.0,1965.0,54.0,2.0,Laki-laki,Menikah,Penuh waktu
702070876,Singapura,1.0,2.0,3.0,1.0,6,6.0,5.0,1.0,1966.0,53.0,1.0,Laki-laki,Menikah,Penuh waktu
702070877,Singapura,1.0,2.0,1.0,1.0,6,8.0,8.0,1.0,1965.0,54.0,8.0,Perempuan,Menikah,Penuh waktu
702070878,Singapura,1.0,1.0,2.0,1.0,7,7.0,6.0,2.0,1992.0,28.0,3.0,Laki-laki,Menikah,Penuh waktu
702070879,Singapura,1.0,1.0,1.0,3.0,8,8.0,8.0,5.0,1953.0,67.0,1.0,Laki-laki,Menikah,Pensiunan
702070880,Singapura,1.0,1.0,2.0,1.0,10,6.0,10.0,3.0,1973.0,46.0,10.0,Perempuan,Bercerai,Penuh waktu
702070881,Singapura,1.0,2.0,2.0,2.0,10,10.0,8.0,4.0,1956.0,64.0,2.0,Laki-laki,Menikah,Pensiunan
702070882,Singapura,1.0,2.0,2.0,2.0,6,4.0,5.0,8.0,1971.0,49.0,5.0,Perempuan,Lajang,Tidak bekerja
702070883,Singapura,1.0,2.0,3.0,1.0,6,7.0,5.0,4.0,1988.0,32.0,2.0,Laki-laki,Lajang,Penuh waktu
702070884,Singapura,1.0,1.0,1.0,2.0,7,5.0,3.0,3.0,1995.0,24.0,4.0,Perempuan,Lajang,Tidak bekerja
702070885,Singapura,1.0,2.0,2.0,2.0,8,7.0,6.0,3.0,1969.0,50.0,1.0,Perempuan,Menikah,Paruh waktu
702070886,Singapura,1.0,2.0,2.0,4.0,5,6.0,6.0,5.0,1953.0,66.0,4.0,Laki-laki,Menikah,Pensiunan
702070887,Singapura,1.0,1.0,2.0,1.0,6,8.0,6.0,1.0,1991.0,28.0,10.0,Laki-laki,Lajang,Penuh waktu
702070888,Singapura,1.0,1.0,1.0,1.0,7,7.0,5.0,3.0,1967.0,52.0,5.0,Perempuan,Lajang,Penuh waktu
702070889,Singapura,1.0,1.0,1.0,2.0,5,5.0,7.0,5.0,1978.0,41.0,7.0,Perempuan,Menikah,Tidak bekerja
702070890,Singapura,1.0,2.0,1.0,1.0,5,10.0,10.0,1.0,1946.0,74.0,6.0,Laki-laki,Menikah,Pensiunan
702070891,Singapura,1.0,2.0,3.0,2.0,9,9.0,6.0,8.0,1977.0,43.0,10.0,Perempuan,Menikah,Penuh waktu
702070892,Singapura,1.0,1.0,1.0,1.0,7,8.0,8.0,3.0,1992.0,27.0,7.0,Perempuan,Lajang,Paruh waktu
702070893,Singapura,1.0,1.0,2.0,1.0,7,7.0,2.0,1.0,1946.0,73.0,8.0,Perempuan,Menikah,Pensiunan
702070894,Singapura,1.0,1.0,2.0,2.0,7,6.0,7.0,3.0,1950.0,69.0,8.0,Laki-laki,Menikah,Pensiunan
702070895,Singapura,1.0,1.0,2.0,2.0,7,6.0,6.0,2.0,1955.0,64.0,3.0,Perempuan,Janda/Duda,Paruh waktu
702070896,Singapura,2.0,2.0,3.0,2.0,6,3.0,5.0,2.0,1998.0,21.0,6.0,Perempuan,Lajang,Pelajar/Mahasiswa
702070897,Singapura,1.0,2.0,2.0,2.0,8,8.0,8.0,3.0,1980.0,39.0,3.0,Perempuan,Menikah,Penuh waktu
702070898,Singapura,2.0,3.0,3.0,2.0,6,6.0,7.0,3.0,1966.0,53.0,5.0,Laki-laki,Menikah,Penuh waktu
702070899,Singapura,1.0,2.0,1.0,2.0,9,8.0,8.0,4.0,1970.0,49.0,2.0,Perempuan,Menikah,Penuh waktu
702070900,Singapura,1.0,2.0,1.0,1.0,8,8.0,8.0,3.0,1979.0,40.0,10.0,Perempuan,Menikah,Penuh waktu
702070901,Singapura,1.0,2.0,3.0,2.0,1,4.0,3.0,5.0,1991.0,28.0,9.0,Perempuan,Menikah,Tidak bekerja
702070902,Singapura,2.0,3.0,1.0,4.0,-2,10.0,10.0,-1.0,1940.0,79.0,5.0,Laki-laki,Lajang,Pensiunan
702070903,Singapura,1.0,1.0,1.0,2.0,8,8.0,6.0,3.0,1984.0,35.0,5.0,Perempuan,Menikah,Penuh waktu
702070904,Singapura,1.0,1.0,3.0,1.0,7,6.0,5.0,5.0,1966.0,53.0,9.0,Laki-laki,Janda/Duda,Wiraswasta
702070905,Singapura,1.0,2.0,1.0,2.0,5,3.0,1.0,2.0,1961.0,58.0,3.0,Laki-laki,Lajang,Paruh waktu
702070906,Singapura,1.0,2.0,2.0,1.0,8,8.0,6.0,3.0,1974.0,45.0,7.0,Laki-laki,Menikah,Penuh waktu
702070907,Singapura,1.0,1.0,2.0,2.0,8,7.0,7.0,3.0,1994.0,25.0,2.0,Perempuan,Lajang,Penuh waktu
702070908,Singapura,1.0,3.0,2.0,2.0,7,8.0,8.0,1.0,1981.0,38.0,9.0,Perempuan,Menikah,Penuh waktu
702070909,Singapura,1.0,2.0,1.0,1.0,8,5.0,5.0,1.0,1974.0,45.0,8.0,Perempuan,Menikah,Tidak bekerja
702070910,Singapura,1.0,2.0,1.0,1.0,8,7.0,8.0,4.0,1993.0,26.0,8.0,Laki-laki,Lajang,Penuh waktu
702070911,Singapura,1.0,1.0,2.0,1.0,8,8.0,7.0,4.0,1952.0,67.0,10.0,Perempuan,Menikah,Pensiunan
702070912,Singapura,2.0,2.0,2.0,3.0,9,7.0,7.0,6.0,1968.0,51.0,5.0,Laki-laki,Menikah,Wiraswasta
702070913,Singapura,1.0,2.0,2.0,2.0,4,4.0,3.0,-1.0,1969.0,51.0,4.0,Laki-laki,Menikah,Penuh waktu
702070914,Singapura,1.0,2.0,3.0,2.0,7,8.0,8.0,5.0,1961.0,59.0,3.0,Perempuan,Menikah,Paruh waktu
702070915,Singapura,1.0,2.0,2.0,3.0,6,6.0,6.0,1.0,1961.0,58.0,6.0,Laki-laki,Menikah,Paruh waktu
702070916,Singapura,1.0,2.0,2.0,2.0,8,7.0,7.0,3.0,1973.0,46.0,6.0,Perempuan,Lajang,Penuh waktu
702070917,Singapura,1.0,2.0,2.0,2.0,9,9.0,8.0,1.0,1987.0,32.0,3.0,Perempuan,Menikah,Penuh waktu
702070918,Singapura,1.0,1.0,2.0,2.0,7,7.0,7.0,1.0,1984.0,35.0,5.0,Perempuan,Menikah,Penuh waktu
702070919,Singapura,1.0,2.0,3.0,2.0,9,9.0,8.0,4.0,1951.0,68.0,8.0,Perempuan,Menikah,Pensiunan
702070920,Singapura,1.0,1.0,1.0,1.0,7,7.0,7.0,6.0,1996.0,23.0,4.0,Perempuan,Lajang,Penuh waktu
702070921,Singapura,1.0,3.0,1.0,4.0,10,10.0,10.0,4.0,1942.0,77.0,5.0,Perempuan,Janda/Duda,Pensiunan
702070922,Singapura,1.0,2.0,2.0,1.0,10,10.0,10.0,5.0,1968.0,51.0,10.0,Laki-laki,Menikah,Penuh waktu
702070923,Singapura,2.0,2.0,1.0,2.0,7,7.0,8.0,3.0,1971.0,48.0,8.0,Laki-laki,Menikah,Penuh waktu
702070924,Singapura,1.0,2.0,2.0,1.0,7,3.0,6.0,7.0,1977.0,42.0,1.0,Laki-laki,Menikah,Penuh waktu
702070925,Singapura,1.0,2.0,1.0,1.0,8,10.0,9.0,2.0,1964.0,55.0,2.0,Perempuan,Menikah,Penuh waktu
702070926,Singapura,1.0,2.0,3.0,3.0,8,7.0,7.0,5.0,1964.0,55.0,7.0,Perempuan,Janda/Duda,Wiraswasta
702070927,Singapura,1.0,2.0,3.0,3.0,8,8.0,7.0,2.0,1960.0,59.0,8.0,Perempuan,Menikah,Ibu rumah tangga
702070928,Singapura,1.0,1.0,2.0,2.0,9,8.0,8.0,-1.0,1959.0,60.0,9.0,Perempuan,Menikah,Penuh waktu
702070929,Singapura,2.0,1.0,2.0,2.0,8,5.0,10.0,3.0,1992.0,28.0,6.0,Laki-laki,Lajang,Penuh waktu
702070930,Singapura,1.0,3.0,2.0,1.0,3,4.0,4.0,7.0,1961.0,58.0,6.0,Laki-laki,Menikah,Penuh waktu
702070931,Singapura,1.0,2.0,2.0,2.0,7,7.0,7.0,4.0,1996.0,24.0,3.0,Laki-laki,Lajang,Pelajar/Mahasiswa
702070932,Singapura,1.0,2.0,2.0,3.0,8,8.0,8.0,8.0,1956.0,64.0,8.0,Perempuan,Menikah,Pensiunan
702070933,Singapura,1.0,2.0,2.0,1.0,10,9.0,8.0,5.0,1973.0,46.0,5.0,Laki-laki,Menikah,Penuh waktu
702070934,Singapura,1.0,2.0,2.0,2.0,6,6.0,8.0,7.0,1992.0,27.0,1.0,Perempuan,Lajang,Penuh waktu
702070935,Singapura,1.0,1.0,1.0,2.0,9,9.0,8.0,5.0,1964.0,56.0,3.0,Laki-laki,Menikah,Wiraswasta
702070936,Singapura,1.0,1.0,2.0,2.0,5,6.0,5.0,-1.0,1988.0,32.0,5.0,Laki-laki,Lajang,Wiraswasta
702070937,Singapura,1.0,1.0,2.0,3.0,6,8.0,7.0,-1.0,1989.0,31.0,5.0,Laki-laki,Lajang,Tidak bekerja
702070938,Singapura,1.0,1.0,2.0,1.0,5,5.0,5.0,-1.0,1987.0,33.0,3.0,Laki-laki,Lajang,Wiraswasta
702070939,Singapura,1.0,1.0,2.0,3.0,5,5.0,4.0,-1.0,1970.0,50.0,5.0,Perempuan,Menikah,Ibu rumah tangga
702070940,Singapura,3.0,3.0,3.0,3.0,1,1.0,1.0,10.0,1965.0,55.0,5.0,Laki-laki,Pisah,Tidak bekerja
702070941,Singapura,1.0,1.0,2.0,2.0,3,8.0,-2.0,3.0,1950.0,70.0,10.0,Laki-laki,Menikah,Ibu rumah tangga
702070942,Singapura,1.0,2.0,2.0,2.0,7,7.0,7.0,4.0,1981.0,39.0,3.0,Laki-laki,Lajang,Penuh waktu
702070943,Singapura,2.0,2.0,2.0,3.0,8,10.0,7.0,-1.0,1941.0,78.0,7.0,Perempuan,Janda/Duda,Ibu rumah tangga
702070944,Singapura,1.0,2.0,2.0,1.0,8,7.0,4.0,5.0,1978.0,42.0,9.0,Perempuan,Menikah,Penuh waktu
702070945,Singapura,1.0,1.0,1.0,2.0,8,7.0,7.0,-1.0,1999.0,21.0,6.0,Perempuan,Lajang,Pelajar/Mahasiswa
702070946,Singapura,3.0,3.0,2.0,2.0,10,4.0,5.0,-1.0,1949.0,71.0,6.0,Perempuan,Lajang,Pensiunan
702070947,Singapura,1.0,2.0,2.0,2.0,9,8.0,8.0,8.0,1967.0,53.0,10.0,Perempuan,Menikah,Ibu rumah tangga
702070948,Singapura,1.0,2.0,3.0,2.0,7,7.0,6.0,5.0,1963.0,57.0,10.0,Laki-laki,Menikah,Penuh waktu
702070949,Singapura,1.0,2.0,1.0,1.0,5,5.0,5.0,5.0,1977.0,43.0,7.0,Perempuan,Menikah,Ibu rumah tangga
702070950,Singapura,1.0,2.0,2.0,2.0,6,6.0,6.0,5.0,1953.0,67.0,9.0,Laki-laki,Menikah,Penuh waktu
702070951,Singapura,1.0,2.0,2.0,2.0,5,6.0,6.0,5.0,1967.0,53.0,7.0,Perempuan,Bercerai,Penuh waktu
702070952,Singapura,1.0,2.0,2.0,1.0,5,3.0,2.0,5.0,1956.0,64.0,9.0,Laki-laki,Menikah,Tidak bekerja
702070953,Singapura,1.0,1.0,1.0,2.0,7,6.0,8.0,3.0,1973.0,47.0,4.0,Perempuan,Menikah,Penuh waktu
702070954,Singapura,1.0,1.0,3.0,1.0,1,2.0,3.0,3.0,1973.0,47.0,6.0,Laki-laki,Menikah,Penuh waktu
702070955,Singapura,1.0,1.0,2.0,2.0,6,7.0,8.0,5.0,1968.0,52.0,7.0,Perempuan,Menikah,Ibu rumah tangga
702070956,Singapura,1.0,2.0,2.0,2.0,7,7.0,6.0,5.0,1957.0,63.0,3.0,Perempuan,Menikah,Ibu rumah tangga
702070957,Singapura,1.0,1.0,1.0,1.0,7,8.0,8.0,3.0,1983.0,37.0,7.0,Laki-laki,Menikah,Penuh waktu
702070958,Singapura,1.0,1.0,2.0,2.0,9,7.0,6.0,8.0,1973.0,46.0,,Laki-laki,Menikah,Penuh waktu
702070959,Singapura,1.0,1.0,4.0,1.0,5,8.0,5.0,7.0,1976.0,44.0,7.0,Perempuan,Menikah,Paruh waktu
702070960,Singapura,1.0,1.0,2.0,1.0,8,9.0,8.0,2.0,1970.0,50.0,6.0,Laki-laki,Menikah,Penuh waktu
702070961,Singapura,1.0,1.0,1.0,1.0,9,9.0,5.0,3.0,1988.0,32.0,10.0,Perempuan,Menikah,Wiraswasta
702070962,Singapura,1.0,2.0,2.0,2.0,8,9.0,8.0,5.0,1956.0,64.0,3.0,Laki-laki,Menikah,Penuh waktu
702070963,Singapura,1.0,2.0,3.0,3.0,5,5.0,5.0,5.0,1975.0,45.0,5.0,Perempuan,Menikah,Ibu rumah tangga
702070964,Singapura,1.0,2.0,1.0,2.0,8,7.0,5.0,5.0,1996.0,24.0,4.0,Laki-laki,Lajang,Pelajar/Mahasiswa
702070965,Singapura,1.0,1.0,1.0,1.0,6,7.0,4.0,1.0,1995.0,25.0,3.0,Perempuan,Lajang,Penuh waktu
702070966,Singapura,1.0,2.0,2.0,1.0,5,5.0,4.0,5.0,1973.0,47.0,8.0,Laki-laki,Menikah,Tidak bekerja
702070967,Singapura,1.0,3.0,4.0,3.0,4,3.0,5.0,3.0,1974.0,46.0,6.0,Perempuan,Menikah,Paruh waktu
702070968,Singapura,1.0,1.0,2.0,1.0,6,6.0,4.0,6.0,1986.0,34.0,4.0,Laki-laki,Menikah,Penuh waktu
702070969,Singapura,1.0,3.0,2.0,1.0,10,10.0,8.0,8.0,1957.0,63.0,10.0,Laki-laki,Menikah,Penuh waktu
702070970,Singapura,1.0,3.0,1.0,1.0,7,5.0,5.0,1.0,1959.0,61.0,3.0,Laki-laki,Menikah,Pensiunan
702070971,Singapura,1.0,2.0,2.0,2.0,5,4.0,5.0,4.0,1988.0,32.0,7.0,Perempuan,Lajang,Penuh waktu
702070972,Singapura,1.0,1.0,1.0,1.0,6,6.0,7.0,1.0,1994.0,26.0,10.0,Laki-laki,Lajang,Penuh waktu
702070973,Singapura,2.0,2.0,1.0,2.0,8,9.0,8.0,2.0,1985.0,35.0,2.0,Laki-laki,Lajang,Penuh waktu
702070974,Singapura,1.0,1.0,1.0,1.0,6,9.0,8.0,1.0,1999.0,21.0,6.0,Laki-laki,Lajang,Pelajar/Mahasiswa
702070975,Singapura,1.0,2.0,2.0,2.0,4,5.0,5.0,5.0,1998.0,22.0,6.0,Perempuan,Lajang,Pelajar/Mahasiswa
702070976,Singapura,1.0,1.0,2.0,2.0,6,6.0,5.0,7.0,1995.0,25.0,6.0,Laki-laki,Lajang,Pelajar/Mahasiswa
702070977,Singapura,1.0,2.0,2.0,2.0,6,7.0,6.0,4.0,1984.0,36.0,4.0,Perempuan,Menikah,Penuh waktu
702070978,Singapura,1.0,2.0,2.0,2.0,10,9.0,9.0,5.0,1967.0,53.0,3.0,Laki-laki,Menikah,Penuh waktu
702070979,Singapura,1.0,2.0,2.0,2.0,5,5.0,5.0,5.0,1994.0,26.0,7.0,Perempuan,Lajang,Penuh waktu
702070980,Singapura,1.0,2.0,3.0,2.0,5,5.0,4.0,5.0,1981.0,39.0,9.0,Perempuan,Lajang,Penuh waktu
702070981,Singapura,1.0,2.0,2.0,2.0,-2,1.0,1.0,6.0,1983.0,37.0,10.0,Laki-laki,Menikah,Penuh waktu
702070982,Singapura,1.0,2.0,2.0,2.0,4,5.0,4.0,5.0,1962.0,58.0,10.0,Laki-laki,Menikah,Tidak bekerja
702070983,Singapura,1.0,1.0,2.0,2.0,7,8.0,8.0,5.0,1971.0,49.0,9.0,Laki-laki,Menikah,Penuh waktu
702070984,Singapura,1.0,2.0,3.0,2.0,8,8.0,8.0,5.0,1962.0,58.0,9.0,Perempuan,Menikah,Paruh waktu
702070985,Singapura,1.0,1.0,1.0,1.0,7,7.0,6.0,5.0,1984.0,36.0,6.0,Perempuan,Menikah,Paruh waktu
702070986,Singapura,1.0,1.0,1.0,2.0,8,9.0,8.0,10.0,1985.0,34.0,4.0,Perempuan,Menikah,Penuh waktu
702070987,Singapura,1.0,1.0,1.0,2.0,10,8.0,7.0,8.0,1995.0,25.0,8.0,Perempuan,Menikah,Penuh waktu
702070988,Singapura,1.0,2.0,1.0,1.0,8,5.0,7.0,1.0,1993.0,27.0,7.0,Perempuan,Lajang,Penuh waktu
702070989,Singapura,1.0,1.0,2.0,2.0,8,7.0,7.0,3.0,1999.0,21.0,5.0,Perempuan,Lajang,Pelajar/Mahasiswa
702070990,Singapura,1.0,2.0,2.0,2.0,8,7.0,8.0,3.0,1978.0,42.0,3.0,Perempuan,Menikah,Penuh waktu
702070991,Singapura,1.0,1.0,1.0,2.0,7,7.0,7.0,3.0,1999.0,21.0,4.0,Perempuan,Lajang,Pelajar/Mahasiswa
702070992,Singapura,1.0,2.0,3.0,2.0,5,9.0,8.0,5.0,1953.0,67.0,1.0,Laki-laki,Menikah,Paruh waktu
702070993,Singapura,1.0,1.0,2.0,1.0,7,6.0,5.0,4.0,1984.0,36.0,4.0,Laki-laki,Menikah,Penuh waktu
702070994,Singapura,1.0,2.0,2.0,3.0,8,8.0,7.0,6.0,1983.0,37.0,,Perempuan,Menikah,Ibu rumah tangga
702070995,Singapura,1.0,2.0,1.0,1.0,5,5.0,5.0,5.0,1990.0,30.0,10.0,Laki-laki,Menikah,Penuh waktu
702070996,Singapura,1.0,1.0,1.0,2.0,5,7.0,6.0,5.0,1966.0,54.0,7.0,Laki-laki,Lajang,Wiraswasta
702070997,Singapura,1.0,2.0,2.0,1.0,5,7.0,5.0,5.0,1972.0,48.0,5.0,Perempuan,Menikah,Wiraswasta
702070998,Singapura,1.0,3.0,3.0,1.0,1,10.0,10.0,5.0,1965.0,55.0,3.0,Laki-laki,Bercerai,Paruh waktu
702070999,Singapura,1.0,2.0,2.0,1.0,7,5.0,5.0,-1.0,1957.0,63.0,8.0,Laki-laki,Menikah,Paruh waktu
702071000,Singapura,1.0,2.0,3.0,1.0,6,7.0,4.0,5.0,1939.0,81.0,6.0,Perempuan,Janda/Duda,Penuh waktu
702071001,Singapura,1.0,2.0,2.0,1.0,6,8.0,7.0,4.0,1985.0,35.0,4.0,Laki-laki,Menikah,Penuh waktu
702071002,Singapura,1.0,2.0,2.0,1.0,5,6.0,6.0,5.0,1961.0,59.0,8.0,Perempuan,Menikah,Paruh waktu
702071003,Singapura,1.0,2.0,2.0,2.0,8,8.0,6.0,5.0,1972.0,48.0,1.0,Laki-laki,Menikah,Penuh waktu
702071004,Singapura,1.0,2.0,2.0,1.0,5,5.0,5.0,5.0,1966.0,54.0,7.0,Perempuan,Menikah,Ibu rumah tangga
702071005,Singapura,1.0,1.0,1.0,1.0,6,6.0,3.0,5.0,1996.0,24.0,5.0,Perempuan,Lajang,Pelajar/Mahasiswa
702071006,Singapura,1.0,2.0,1.0,2.0,1,7.0,6.0,1.0,1981.0,39.0,5.0,Laki-laki,Menikah,Penuh waktu
702071007,Singapura,1.0,3.0,2.0,1.0,6,7.0,6.0,2.0,1962.0,58.0,3.0,Laki-laki,Menikah,Penuh waktu
702071008,Singapura,1.0,2.0,2.0,1.0,10,8.0,8.0,6.0,1985.0,35.0,2.0,Laki-laki,Menikah,Wiraswasta
702071009,Singapura,1.0,1.0,3.0,2.0,8,8.0,7.0,7.0,1963.0,57.0,8.0,Laki-laki,Menikah,Penuh waktu
702071010,Singapura,1.0,2.0,1.0,2.0,8,10.0,9.0,7.0,1961.0,59.0,9.0,Laki-laki,Menikah,Penuh waktu
702071011,Singapura,1.0,1.0,2.0,2.0,8,8.0,8.0,4.0,1963.0,57.0,10.0,Laki-laki,Menikah,Penuh waktu
702071012,Singapura,1.0,2.0,2.0,1.0,10,10.0,10.0,6.0,1955.0,65.0,6.0,Laki-laki,Lajang,Pensiunan
702071013,Singapura,2.0,4.0,2.0,4.0,9,3.0,1.0,5.0,1945.0,75.0,3.0,Laki-laki,Menikah,Pensiunan
702071014,Singapura,1.0,1.0,2.0,2.0,8,7.0,6.0,4.0,1962.0,57.0,3.0,Perempuan,Bercerai,Paruh waktu
702071015,Singapura,1.0,1.0,1.0,1.0,5,5.0,5.0,-1.0,1990.0,30.0,4.0,Laki-laki,Menikah,Penuh waktu
702071016,Singapura,1.0,1.0,2.0,1.0,10,7.0,7.0,5.0,1990.0,29.0,3.0,Perempuan,Lajang,Penuh waktu
702071017,Singapura,1.0,3.0,3.0,2.0,5,5.0,5.0,-1.0,1984.0,36.0,8.0,Laki-laki,Menikah,Ibu rumah tangga
702071018,Singapura,1.0,1.0,3.0,4.0,8,8.0,8.0,5.0,1983.0,37.0,10.0,Perempuan,Menikah,Ibu rumah tangga
702071019,Singapura,1.0,1.0,1.0,1.0,9,5.0,2.0,1.0,1988.0,32.0,9.0,Perempuan,Menikah,Penuh waktu
