negara,id_responden,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,religiusitas,skala_politik,jenis_kelamin,tahun_lahir,usia,status_pernikahan,status_pekerjaan
Selandia Baru,554070230,1.0,1.0,2.0,1.0,,10.0,9.0,9.0,,Perempuan,1954.0,65.0,Janda/Duda,Tidak bekerja
Selandia Baru,554070231,1.0,1.0,1.0,1.0,8.0,8.0,5.0,3.0,5.0,Perempuan,1959.0,60.0,Janda/Duda,Penuh waktu
Selandia Baru,554070232,1.0,2.0,2.0,2.0,6.0,8.0,7.0,7.0,7.0,Laki-laki,1963.0,56.0,Menikah,Penuh waktu
Selandia Baru,554070233,1.0,2.0,3.0,2.0,10.0,8.0,7.0,7.0,8.0,Laki-laki,1995.0,24.0,Menikah,Penuh waktu
Selandia Baru,554070234,2.0,1.0,2.0,3.0,8.0,8.0,8.0,6.0,6.0,Perempuan,1946.0,73.0,Menikah,Pensiunan
Selandia Baru,554070235,1.0,2.0,1.0,2.0,9.0,9.0,8.0,6.0,6.0,Laki-laki,1949.0,70.0,Menikah,Penuh waktu
Selandia Baru,554070236,1.0,1.0,1.0,1.0,9.0,8.0,8.0,2.0,8.0,Laki-laki,1975.0,44.0,Menikah,Penuh waktu
Selandia Baru,554070237,2.0,2.0,,2.0,9.0,8.0,8.0,10.0,8.0,Perempuan,1980.0,39.0,Menikah,Penuh waktu
Selandia Baru,554070238,1.0,2.0,2.0,4.0,7.0,7.0,7.0,4.0,8.0,Perempuan,1957.0,62.0,Menikah,Pensiunan
Selandia Baru,554070239,1.0,1.0,1.0,2.0,7.0,8.0,6.0,3.0,3.0,Perempuan,1952.0,67.0,Lajang,Pensiunan
Selandia Baru,554070240,2.0,2.0,2.0,2.0,9.0,8.0,5.0,7.0,9.0,Laki-laki,1968.0,51.0,Kohabitasi,Penuh waktu
Selandia Baru,554070241,1.0,1.0,1.0,2.0,9.0,6.0,4.0,2.0,3.0,Laki-laki,1979.0,40.0,Menikah,Paruh waktu
Selandia Baru,554070242,1.0,1.0,1.0,2.0,7.0,7.0,4.0,4.0,7.0,Laki-laki,1967.0,52.0,Lajang,Paruh waktu
Selandia Baru,554070243,1.0,1.0,1.0,2.0,10.0,10.0,9.0,3.0,,Perempuan,1949.0,70.0,Menikah,Pensiunan
Selandia Baru,554070244,1.0,1.0,1.0,1.0,7.0,8.0,8.0,4.0,,Perempuan,1967.0,52.0,Bercerai,Penuh waktu
Selandia Baru,554070245,1.0,1.0,1.0,,,,,6.0,10.0,Laki-laki,1930.0,89.0,,
Selandia Baru,554070246,1.0,1.0,1.0,1.0,8.0,10.0,10.0,3.0,,Perempuan,1948.0,71.0,Menikah,Pensiunan
Selandia Baru,554070247,1.0,2.0,1.0,1.0,8.0,8.0,8.0,5.0,10.0,Laki-laki,1960.0,59.0,Menikah,Paruh waktu
Selandia Baru,554070248,1.0,2.0,2.0,,7.0,8.0,7.0,4.0,7.0,Perempuan,1983.0,36.0,Menikah,Ibu rumah tangga
Selandia Baru,554070249,1.0,1.0,2.0,2.0,7.0,6.0,7.0,1.0,6.0,Laki-laki,1998.0,21.0,Lajang,Paruh waktu
Selandia Baru,554070250,1.0,2.0,2.0,1.0,5.0,5.0,10.0,3.0,5.0,Laki-laki,1944.0,75.0,Menikah,Pensiunan
Selandia Baru,554070251,1.0,2.0,3.0,,8.0,5.0,5.0,8.0,3.0,Laki-laki,1940.0,79.0,Bercerai,Pensiunan
Selandia Baru,554070252,1.0,1.0,2.0,1.0,8.0,9.0,10.0,3.0,6.0,,,,Menikah,Pensiunan
Selandia Baru,554070253,1.0,2.0,2.0,1.0,9.0,9.0,9.0,9.0,,Laki-laki,1962.0,57.0,Kohabitasi,Penuh waktu
Selandia Baru,554070254,1.0,1.0,1.0,1.0,,,,3.0,3.0,Perempuan,1978.0,41.0,,Ibu rumah tangga
Selandia Baru,554070255,1.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,Laki-laki,1991.0,28.0,Lajang,Paruh waktu
Selandia Baru,554070256,3.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,Perempuan,1974.0,45.0,Menikah,Paruh waktu
Selandia Baru,554070257,1.0,2.0,2.0,2.0,7.0,8.0,7.0,5.0,7.0,Perempuan,1982.0,37.0,Menikah,Penuh waktu
Selandia Baru,554070258,1.0,2.0,2.0,3.0,9.0,9.0,9.0,4.0,3.0,Perempuan,1960.0,59.0,Bercerai,Paruh waktu
Selandia Baru,554070259,1.0,,2.0,1.0,5.0,4.0,2.0,6.0,5.0,Laki-laki,1946.0,73.0,Bercerai,Pensiunan
Selandia Baru,554070260,1.0,1.0,1.0,1.0,9.0,8.0,7.0,8.0,5.0,Perempuan,1989.0,30.0,Menikah,Ibu rumah tangga
Selandia Baru,554070261,1.0,2.0,1.0,,8.0,9.0,7.0,2.0,3.0,Laki-laki,1944.0,75.0,Menikah,Pensiunan
Selandia Baru,554070262,1.0,2.0,2.0,1.0,9.0,9.0,10.0,9.0,6.0,Laki-laki,1942.0,77.0,Menikah,Pensiunan
Selandia Baru,554070263,1.0,1.0,1.0,4.0,,10.0,7.0,2.0,3.0,Laki-laki,1938.0,81.0,Menikah,Pensiunan
Selandia Baru,554070264,1.0,2.0,2.0,2.0,8.0,8.0,7.0,7.0,6.0,Laki-laki,1981.0,38.0,Menikah,Penuh waktu
Selandia Baru,554070265,1.0,2.0,2.0,1.0,7.0,8.0,9.0,5.0,6.0,Laki-laki,1988.0,31.0,Menikah,Penuh waktu
Selandia Baru,554070266,1.0,2.0,3.0,2.0,5.0,9.0,9.0,8.0,5.0,Laki-laki,1953.0,66.0,Menikah,Penuh waktu
Selandia Baru,554070267,1.0,1.0,1.0,1.0,9.0,9.0,9.0,3.0,,Perempuan,1964.0,55.0,Lajang,Tidak bekerja
Selandia Baru,554070268,1.0,1.0,1.0,1.0,7.0,6.0,3.0,5.0,,Perempuan,1993.0,26.0,Kohabitasi,Penuh waktu
Selandia Baru,554070269,2.0,2.0,2.0,2.0,5.0,8.0,8.0,2.0,7.0,Laki-laki,1956.0,63.0,Kohabitasi,Penuh waktu
Selandia Baru,554070270,2.0,2.0,2.0,1.0,8.0,7.0,6.0,7.0,1.0,Laki-laki,1953.0,66.0,Kohabitasi,Penuh waktu
Selandia Baru,554070271,1.0,1.0,2.0,2.0,7.0,8.0,7.0,5.0,3.0,Perempuan,1952.0,67.0,Menikah,Paruh waktu
Selandia Baru,554070272,1.0,1.0,,,8.0,9.0,10.0,3.0,,Perempuan,1935.0,84.0,Janda/Duda,Pensiunan
Selandia Baru,554070273,1.0,2.0,3.0,2.0,8.0,8.0,8.0,4.0,7.0,Perempuan,1953.0,66.0,Menikah,Pensiunan
Selandia Baru,554070274,1.0,2.0,2.0,2.0,6.0,7.0,7.0,5.0,6.0,Perempuan,1977.0,42.0,Menikah,Paruh waktu
Selandia Baru,554070275,1.0,1.0,1.0,4.0,10.0,9.0,7.0,5.0,,Perempuan,1948.0,71.0,Janda/Duda,Pensiunan
Selandia Baru,554070276,1.0,1.0,2.0,2.0,8.0,8.0,9.0,5.0,2.0,Perempuan,1971.0,48.0,Kohabitasi,Penuh waktu
Selandia Baru,554070277,1.0,2.0,2.0,4.0,10.0,9.0,10.0,4.0,5.0,Perempuan,1952.0,67.0,Menikah,Pensiunan
Selandia Baru,554070278,1.0,2.0,1.0,1.0,6.0,6.0,5.0,2.0,4.0,Perempuan,1965.0,54.0,Bercerai,Penuh waktu
Selandia Baru,554070279,1.0,2.0,2.0,2.0,8.0,3.0,3.0,10.0,4.0,Perempuan,1959.0,60.0,Menikah,Penuh waktu
Selandia Baru,554070280,1.0,1.0,2.0,3.0,4.0,3.0,3.0,7.0,1.0,Laki-laki,1999.0,20.0,Lajang,Tidak bekerja
Selandia Baru,554070281,1.0,3.0,2.0,4.0,7.0,7.0,8.0,4.0,8.0,Laki-laki,1935.0,84.0,Menikah,Pensiunan
Selandia Baru,554070282,1.0,1.0,2.0,2.0,10.0,5.0,1.0,3.0,3.0,Laki-laki,1987.0,32.0,Pisah,Penuh waktu
Selandia Baru,554070283,2.0,2.0,2.0,1.0,,,,4.0,5.0,Perempuan,,,,Penuh waktu
Selandia Baru,554070284,1.0,1.0,2.0,2.0,9.0,8.0,8.0,5.0,,Laki-laki,1964.0,55.0,Menikah,Penuh waktu
Selandia Baru,554070285,2.0,1.0,1.0,2.0,4.0,6.0,5.0,3.0,2.0,Perempuan,1973.0,46.0,Menikah,Penuh waktu
Selandia Baru,554070286,1.0,1.0,2.0,2.0,7.0,9.0,7.0,7.0,8.0,Perempuan,1972.0,47.0,Menikah,Paruh waktu
Selandia Baru,554070287,1.0,1.0,2.0,2.0,,,,,7.0,Perempuan,1959.0,60.0,,Wiraswasta
Selandia Baru,554070288,1.0,2.0,2.0,3.0,10.0,9.0,9.0,3.0,7.0,Perempuan,1959.0,60.0,Menikah,Paruh waktu
Selandia Baru,554070289,1.0,2.0,2.0,1.0,7.0,8.0,6.0,3.0,4.0,Laki-laki,1951.0,68.0,Menikah,Penuh waktu
Selandia Baru,554070290,3.0,2.0,1.0,3.0,6.0,4.0,4.0,2.0,,Perempuan,1965.0,54.0,Menikah,Penuh waktu
Selandia Baru,554070291,2.0,2.0,2.0,2.0,8.0,9.0,10.0,3.0,,Laki-laki,1953.0,66.0,Menikah,Pensiunan
Selandia Baru,554070292,1.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,8.0,Laki-laki,1961.0,58.0,Menikah,Penuh waktu
Selandia Baru,554070293,1.0,2.0,2.0,1.0,8.0,7.0,7.0,9.0,,Perempuan,1969.0,50.0,Menikah,Penuh waktu
Selandia Baru,554070294,1.0,2.0,2.0,2.0,7.0,7.0,5.0,8.0,,Perempuan,1934.0,85.0,Janda/Duda,Pensiunan
Selandia Baru,554070295,1.0,1.0,2.0,3.0,3.0,7.0,8.0,9.0,9.0,Perempuan,1947.0,72.0,Menikah,Pensiunan
Selandia Baru,554070296,1.0,1.0,1.0,2.0,8.0,7.0,5.0,2.0,5.0,Perempuan,1971.0,48.0,Menikah,Penuh waktu
Selandia Baru,554070297,1.0,2.0,2.0,2.0,5.0,5.0,3.0,10.0,6.0,Perempuan,1935.0,84.0,Janda/Duda,Lainnya
Selandia Baru,554070298,2.0,2.0,1.0,2.0,6.0,8.0,8.0,9.0,,Laki-laki,1959.0,60.0,Kohabitasi,Penuh waktu
Selandia Baru,554070299,1.0,1.0,1.0,4.0,8.0,7.0,8.0,1.0,10.0,Perempuan,1960.0,59.0,Menikah,Ibu rumah tangga
Selandia Baru,554070300,1.0,1.0,2.0,2.0,7.0,8.0,9.0,8.0,4.0,Perempuan,1962.0,57.0,Lajang,Paruh waktu
Selandia Baru,554070301,1.0,1.0,1.0,1.0,9.0,7.0,8.0,4.0,7.0,Perempuan,1957.0,62.0,Menikah,Paruh waktu
Selandia Baru,554070302,1.0,1.0,1.0,,8.0,8.0,8.0,3.0,5.0,Perempuan,1960.0,59.0,Menikah,Penuh waktu
Selandia Baru,554070303,1.0,1.0,1.0,1.0,10.0,9.0,5.0,4.0,,Perempuan,1975.0,44.0,Lajang,Penuh waktu
Selandia Baru,554070304,2.0,3.0,2.0,2.0,7.0,8.0,8.0,10.0,,Laki-laki,1943.0,76.0,Lajang,Tidak bekerja
Selandia Baru,554070305,1.0,2.0,1.0,2.0,9.0,7.0,7.0,5.0,5.0,Laki-laki,1984.0,35.0,Menikah,Penuh waktu
Selandia Baru,554070306,1.0,4.0,2.0,1.0,10.0,10.0,10.0,3.0,5.0,Laki-laki,1970.0,49.0,Menikah,Penuh waktu
Selandia Baru,554070307,1.0,3.0,1.0,2.0,6.0,4.0,4.0,4.0,7.0,Laki-laki,1972.0,47.0,Menikah,Penuh waktu
Selandia Baru,554070308,1.0,1.0,1.0,2.0,9.0,9.0,9.0,8.0,3.0,Laki-laki,1975.0,44.0,Menikah,Penuh waktu
Selandia Baru,554070309,1.0,1.0,2.0,2.0,5.0,7.0,9.0,3.0,10.0,Perempuan,1961.0,58.0,Menikah,Penuh waktu
Selandia Baru,554070310,1.0,2.0,2.0,2.0,9.0,9.0,8.0,8.0,,Perempuan,1954.0,65.0,Menikah,Pensiunan
Selandia Baru,554070311,2.0,2.0,1.0,4.0,9.0,9.0,8.0,4.0,3.0,Laki-laki,1950.0,69.0,Menikah,Pensiunan
Selandia Baru,554070312,1.0,1.0,1.0,1.0,5.0,6.0,4.0,4.0,,Perempuan,1961.0,58.0,Lajang,Paruh waktu
Selandia Baru,554070313,1.0,1.0,1.0,4.0,7.0,8.0,8.0,2.0,5.0,Perempuan,1951.0,68.0,Menikah,Pensiunan
Selandia Baru,554070314,1.0,1.0,1.0,1.0,9.0,8.0,8.0,3.0,5.0,Laki-laki,1970.0,49.0,Menikah,Penuh waktu
Selandia Baru,554070315,1.0,2.0,2.0,1.0,,,,10.0,6.0,Laki-laki,1949.0,70.0,,Paruh waktu
Selandia Baru,554070316,1.0,2.0,3.0,3.0,10.0,8.0,5.0,9.0,,,,,Janda/Duda,Pensiunan
Selandia Baru,554070317,1.0,1.0,1.0,2.0,7.0,8.0,6.0,4.0,3.0,Perempuan,1960.0,59.0,Menikah,Paruh waktu
Selandia Baru,554070318,1.0,1.0,2.0,2.0,8.0,8.0,7.0,6.0,9.0,Laki-laki,1941.0,78.0,Janda/Duda,Pensiunan
Selandia Baru,554070319,1.0,1.0,2.0,2.0,9.0,10.0,8.0,10.0,,Perempuan,1942.0,77.0,Menikah,Tidak bekerja
Selandia Baru,554070320,1.0,1.0,1.0,3.0,9.0,10.0,10.0,9.0,5.0,Perempuan,1959.0,60.0,Menikah,Pensiunan
Selandia Baru,554070321,1.0,2.0,1.0,1.0,4.0,4.0,4.0,5.0,10.0,Perempuan,1953.0,66.0,Menikah,Penuh waktu
Selandia Baru,554070322,1.0,1.0,1.0,,8.0,8.0,8.0,6.0,,Perempuan,1943.0,76.0,Janda/Duda,Pensiunan
Selandia Baru,554070323,1.0,2.0,2.0,3.0,8.0,9.0,10.0,1.0,2.0,Perempuan,1973.0,46.0,Menikah,Ibu rumah tangga
Selandia Baru,554070324,1.0,1.0,1.0,2.0,8.0,9.0,7.0,5.0,3.0,Perempuan,1952.0,67.0,Kohabitasi,Pensiunan
Selandia Baru,554070325,1.0,1.0,1.0,2.0,9.0,9.0,9.0,3.0,9.0,Perempuan,1953.0,66.0,Menikah,Pensiunan
Selandia Baru,554070326,1.0,2.0,2.0,1.0,9.0,8.0,8.0,4.0,6.0,Laki-laki,1934.0,85.0,Menikah,Pensiunan
Selandia Baru,554070327,1.0,1.0,3.0,1.0,3.0,4.0,7.0,3.0,7.0,Laki-laki,1973.0,46.0,Bercerai,Penuh waktu
Selandia Baru,554070328,1.0,1.0,2.0,3.0,9.0,8.0,8.0,3.0,3.0,Perempuan,1955.0,64.0,Menikah,Pensiunan
Selandia Baru,554070329,1.0,3.0,2.0,2.0,9.0,7.0,8.0,2.0,,Laki-laki,1969.0,50.0,Menikah,Paruh waktu
Selandia Baru,554070330,1.0,2.0,2.0,1.0,10.0,10.0,10.0,,5.0,Perempuan,1931.0,88.0,Lajang,
Selandia Baru,554070331,1.0,1.0,1.0,1.0,10.0,10.0,9.0,5.0,7.0,Perempuan,1961.0,58.0,Menikah,Paruh waktu
Selandia Baru,554070332,1.0,1.0,2.0,2.0,9.0,9.0,8.0,6.0,,Perempuan,1940.0,79.0,Janda/Duda,Pensiunan
Selandia Baru,554070333,1.0,1.0,1.0,4.0,7.0,8.0,8.0,4.0,7.0,Perempuan,1945.0,74.0,Menikah,Pensiunan
Selandia Baru,554070334,1.0,2.0,2.0,4.0,7.0,8.0,9.0,7.0,5.0,Perempuan,1936.0,83.0,Janda/Duda,
Selandia Baru,554070335,1.0,2.0,3.0,3.0,7.0,8.0,1.0,8.0,8.0,Perempuan,1947.0,72.0,Menikah,Pensiunan
Selandia Baru,554070336,,,,,8.0,8.0,5.0,7.0,5.0,Laki-laki,1956.0,63.0,Menikah,Penuh waktu
Selandia Baru,554070337,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,6.0,Laki-laki,1957.0,62.0,Menikah,Penuh waktu
Selandia Baru,554070338,1.0,1.0,1.0,2.0,9.0,6.0,4.0,3.0,4.0,Laki-laki,1984.0,35.0,Kohabitasi,Penuh waktu
Selandia Baru,554070339,1.0,1.0,2.0,1.0,7.0,8.0,8.0,10.0,8.0,Perempuan,1936.0,83.0,Janda/Duda,Pensiunan
Selandia Baru,554070340,1.0,1.0,2.0,1.0,5.0,8.0,3.0,5.0,,Perempuan,1978.0,41.0,Kohabitasi,Penuh waktu
Selandia Baru,554070341,1.0,1.0,1.0,2.0,10.0,10.0,10.0,3.0,6.0,Laki-laki,1954.0,65.0,Menikah,Pensiunan
Selandia Baru,554070342,3.0,3.0,1.0,4.0,7.0,8.0,8.0,5.0,3.0,Laki-laki,1941.0,78.0,Janda/Duda,Pensiunan
Selandia Baru,554070343,1.0,1.0,1.0,2.0,10.0,9.0,9.0,9.0,7.0,Laki-laki,1969.0,50.0,Menikah,Penuh waktu
Selandia Baru,554070344,2.0,2.0,2.0,2.0,7.0,5.0,5.0,3.0,2.0,Perempuan,1951.0,68.0,Pisah,Paruh waktu
Selandia Baru,554070345,1.0,2.0,1.0,1.0,8.0,6.0,4.0,5.0,3.0,Perempuan,1970.0,49.0,Menikah,Pelajar/Mahasiswa
Selandia Baru,554070346,1.0,,1.0,1.0,9.0,9.0,8.0,1.0,,Laki-laki,1948.0,71.0,Menikah,Pensiunan
Selandia Baru,554070347,1.0,1.0,1.0,1.0,10.0,10.0,9.0,3.0,,Perempuan,1989.0,30.0,Kohabitasi,Penuh waktu
Selandia Baru,554070348,,,,,,,,4.0,,Perempuan,1934.0,85.0,,Pensiunan
Selandia Baru,554070349,1.0,1.0,1.0,3.0,10.0,10.0,8.0,5.0,7.0,Perempuan,1957.0,62.0,Menikah,Ibu rumah tangga
Selandia Baru,554070350,1.0,2.0,2.0,1.0,7.0,7.0,6.0,9.0,9.0,Laki-laki,1944.0,75.0,Menikah,
Selandia Baru,554070351,1.0,2.0,1.0,1.0,9.0,9.0,8.0,1.0,7.0,Laki-laki,1960.0,59.0,Menikah,Penuh waktu
Selandia Baru,554070352,1.0,2.0,2.0,1.0,5.0,10.0,2.0,6.0,5.0,Perempuan,1952.0,67.0,Menikah,Pensiunan
Selandia Baru,554070353,2.0,2.0,2.0,3.0,9.0,9.0,10.0,3.0,10.0,Perempuan,1954.0,65.0,Menikah,Wiraswasta
Selandia Baru,554070354,1.0,2.0,2.0,3.0,9.0,9.0,9.0,3.0,4.0,Perempuan,1950.0,69.0,Menikah,Pensiunan
Selandia Baru,554070355,1.0,1.0,1.0,2.0,8.0,6.0,6.0,7.0,5.0,Perempuan,1940.0,79.0,Menikah,Pensiunan
Selandia Baru,554070356,1.0,1.0,2.0,4.0,6.0,7.0,8.0,7.0,8.0,Perempuan,1953.0,66.0,Menikah,Pensiunan
Selandia Baru,554070357,1.0,1.0,1.0,4.0,10.0,10.0,9.0,7.0,8.0,Perempuan,1954.0,65.0,Menikah,Pensiunan
Selandia Baru,554070358,1.0,2.0,2.0,4.0,10.0,10.0,10.0,10.0,10.0,Perempuan,1937.0,82.0,Janda/Duda,Pensiunan
Selandia Baru,554070359,1.0,1.0,1.0,2.0,7.0,9.0,9.0,5.0,8.0,Perempuan,1949.0,70.0,Menikah,Penuh waktu
Selandia Baru,554070360,1.0,1.0,2.0,2.0,7.0,8.0,9.0,3.0,3.0,Perempuan,1981.0,38.0,Menikah,Paruh waktu
Selandia Baru,554070361,1.0,1.0,1.0,2.0,10.0,9.0,7.0,3.0,5.0,Perempuan,1970.0,49.0,Menikah,Penuh waktu
Selandia Baru,554070362,1.0,1.0,1.0,1.0,9.0,9.0,8.0,5.0,4.0,Perempuan,1988.0,31.0,Kohabitasi,Penuh waktu
Selandia Baru,554070363,1.0,2.0,2.0,2.0,10.0,9.0,10.0,9.0,7.0,Laki-laki,1967.0,52.0,Menikah,Penuh waktu
Selandia Baru,554070364,1.0,1.0,2.0,2.0,7.0,8.0,6.0,5.0,5.0,Perempuan,1989.0,30.0,Menikah,Paruh waktu
Selandia Baru,554070365,1.0,1.0,,1.0,6.0,6.0,6.0,6.0,6.0,Perempuan,1945.0,74.0,Lajang,Ibu rumah tangga
Selandia Baru,554070366,1.0,1.0,1.0,1.0,10.0,10.0,10.0,6.0,10.0,Perempuan,1940.0,79.0,Menikah,Tidak bekerja
Selandia Baru,554070367,1.0,2.0,1.0,2.0,9.0,8.0,8.0,10.0,,Perempuan,1969.0,50.0,Kohabitasi,Paruh waktu
Selandia Baru,554070368,1.0,1.0,2.0,2.0,7.0,6.0,4.0,8.0,6.0,Laki-laki,1965.0,54.0,Lajang,Penuh waktu
Selandia Baru,554070369,1.0,1.0,1.0,1.0,8.0,8.0,5.0,7.0,,Laki-laki,1963.0,56.0,Menikah,Penuh waktu
Selandia Baru,554070370,1.0,2.0,2.0,1.0,9.0,9.0,6.0,8.0,10.0,Perempuan,1966.0,53.0,Menikah,Paruh waktu
Selandia Baru,554070371,1.0,1.0,1.0,2.0,6.0,8.0,8.0,10.0,8.0,Perempuan,1961.0,58.0,Menikah,
Selandia Baru,554070372,1.0,1.0,1.0,1.0,7.0,7.0,4.0,7.0,,Perempuan,1955.0,64.0,Menikah,Penuh waktu
Selandia Baru,554070373,1.0,2.0,2.0,2.0,7.0,6.0,3.0,5.0,,Laki-laki,1981.0,38.0,Menikah,Penuh waktu
Selandia Baru,554070374,2.0,1.0,1.0,2.0,8.0,8.0,8.0,2.0,5.0,Laki-laki,1977.0,42.0,Lajang,Penuh waktu
Selandia Baru,554070375,1.0,2.0,2.0,1.0,8.0,8.0,3.0,4.0,4.0,Laki-laki,1943.0,76.0,Kohabitasi,Pensiunan
Selandia Baru,554070376,1.0,1.0,1.0,2.0,,,,4.0,4.0,,1950.0,69.0,,Penuh waktu
Selandia Baru,554070377,1.0,1.0,1.0,2.0,9.0,10.0,8.0,8.0,,Perempuan,1950.0,69.0,Lajang,Penuh waktu
Selandia Baru,554070378,1.0,1.0,1.0,1.0,8.0,5.0,5.0,7.0,7.0,Perempuan,1962.0,57.0,Lajang,Penuh waktu
Selandia Baru,554070379,1.0,1.0,2.0,4.0,8.0,8.0,5.0,2.0,5.0,,,,Janda/Duda,Pensiunan
Selandia Baru,554070380,1.0,1.0,1.0,1.0,,6.0,4.0,5.0,,Laki-laki,1984.0,35.0,Lajang,Paruh waktu
Selandia Baru,554070381,1.0,1.0,2.0,4.0,10.0,10.0,10.0,4.0,,Perempuan,1943.0,76.0,Janda/Duda,Pensiunan
Selandia Baru,554070382,1.0,2.0,2.0,2.0,9.0,8.0,5.0,7.0,9.0,Laki-laki,1979.0,40.0,Menikah,Penuh waktu
Selandia Baru,554070383,1.0,1.0,1.0,2.0,8.0,8.0,8.0,4.0,2.0,Perempuan,1952.0,67.0,Menikah,Paruh waktu
Selandia Baru,554070384,1.0,2.0,2.0,2.0,8.0,9.0,8.0,3.0,3.0,Laki-laki,1979.0,40.0,Menikah,Penuh waktu
Selandia Baru,554070385,1.0,1.0,2.0,2.0,6.0,6.0,8.0,8.0,4.0,Laki-laki,1948.0,71.0,Menikah,Pensiunan
Selandia Baru,554070386,1.0,1.0,1.0,1.0,7.0,7.0,9.0,3.0,3.0,Perempuan,1966.0,53.0,Lajang,Penuh waktu
Selandia Baru,554070387,1.0,1.0,1.0,1.0,10.0,10.0,8.0,10.0,,Perempuan,1949.0,70.0,Lajang,Pensiunan
Selandia Baru,554070388,1.0,1.0,1.0,2.0,8.0,9.0,8.0,4.0,7.0,Perempuan,1957.0,62.0,Menikah,Penuh waktu
Selandia Baru,554070389,1.0,2.0,1.0,2.0,8.0,2.0,4.0,8.0,9.0,Perempuan,1996.0,23.0,Menikah,Penuh waktu
Selandia Baru,554070390,1.0,1.0,1.0,1.0,9.0,9.0,8.0,4.0,,Laki-laki,1964.0,55.0,Menikah,Penuh waktu
Selandia Baru,554070391,1.0,1.0,2.0,2.0,6.0,6.0,4.0,2.0,,Perempuan,1969.0,50.0,Bercerai,Paruh waktu
Selandia Baru,554070392,1.0,1.0,1.0,4.0,7.0,7.0,6.0,4.0,8.0,Perempuan,1950.0,69.0,Lajang,Pensiunan
Selandia Baru,554070393,1.0,1.0,1.0,2.0,10.0,10.0,10.0,5.0,3.0,Perempuan,1948.0,71.0,Menikah,Pensiunan
Selandia Baru,554070394,1.0,2.0,2.0,2.0,6.0,7.0,,5.0,2.0,Perempuan,1998.0,21.0,Lajang,Pelajar/Mahasiswa
Selandia Baru,554070395,1.0,1.0,1.0,1.0,9.0,8.0,6.0,2.0,3.0,Laki-laki,1995.0,24.0,Kohabitasi,Pelajar/Mahasiswa
Selandia Baru,554070396,1.0,1.0,2.0,2.0,,,,5.0,5.0,Perempuan,1943.0,76.0,,Pensiunan
Selandia Baru,554070397,1.0,1.0,1.0,2.0,10.0,10.0,10.0,4.0,7.0,Perempuan,1948.0,71.0,Menikah,Pensiunan
Selandia Baru,554070398,1.0,1.0,2.0,3.0,5.0,6.0,5.0,7.0,,Perempuan,1980.0,39.0,Menikah,Tidak bekerja
Selandia Baru,554070399,1.0,1.0,1.0,2.0,9.0,10.0,9.0,3.0,7.0,Perempuan,1955.0,64.0,Menikah,Penuh waktu
Selandia Baru,554070400,1.0,1.0,1.0,1.0,9.0,5.0,5.0,3.0,7.0,Laki-laki,1966.0,53.0,Lajang,Penuh waktu
Selandia Baru,554070401,1.0,1.0,1.0,1.0,8.0,8.0,8.0,3.0,5.0,Perempuan,1971.0,48.0,Menikah,Paruh waktu
Selandia Baru,554070402,1.0,2.0,1.0,2.0,8.0,8.0,7.0,2.0,3.0,Perempuan,1973.0,46.0,Menikah,Penuh waktu
Selandia Baru,554070403,1.0,1.0,1.0,3.0,7.0,8.0,5.0,5.0,2.0,Perempuan,1962.0,57.0,Kohabitasi,Penuh waktu
Selandia Baru,554070404,,,,,8.0,8.0,5.0,6.0,7.0,Laki-laki,1943.0,76.0,Menikah,Pensiunan
Selandia Baru,554070405,,,,,6.0,,,,,,,,Menikah,Pensiunan
Selandia Baru,554070406,1.0,2.0,1.0,2.0,8.0,8.0,8.0,3.0,,Laki-laki,1959.0,60.0,Menikah,Penuh waktu
Selandia Baru,554070407,1.0,,,,,10.0,,3.0,,Perempuan,1940.0,79.0,Janda/Duda,Pensiunan
Selandia Baru,554070408,1.0,2.0,1.0,2.0,7.0,8.0,7.0,3.0,4.0,Laki-laki,1965.0,54.0,Menikah,Penuh waktu
Selandia Baru,554070409,1.0,2.0,1.0,2.0,10.0,6.0,8.0,2.0,2.0,Laki-laki,1966.0,53.0,Menikah,Penuh waktu
Selandia Baru,554070410,1.0,1.0,2.0,2.0,9.0,9.0,8.0,1.0,,Laki-laki,1990.0,29.0,Lajang,Penuh waktu
Selandia Baru,554070411,,2.0,3.0,2.0,6.0,6.0,4.0,3.0,5.0,Laki-laki,1949.0,70.0,Lajang,Pensiunan
Selandia Baru,554070412,1.0,1.0,2.0,1.0,9.0,9.0,10.0,7.0,3.0,Laki-laki,1957.0,62.0,Menikah,Penuh waktu
Selandia Baru,554070413,1.0,1.0,1.0,4.0,5.0,6.0,5.0,8.0,9.0,Perempuan,1942.0,77.0,Menikah,Pensiunan
Selandia Baru,554070414,1.0,1.0,2.0,3.0,5.0,4.0,7.0,10.0,,Perempuan,1933.0,86.0,Janda/Duda,Pensiunan
Selandia Baru,554070415,1.0,1.0,1.0,2.0,8.0,8.0,10.0,4.0,8.0,Perempuan,1962.0,57.0,Menikah,Paruh waktu
