id_responden,negara,jenis_kelamin,tahun_lahir,usia,kepuasan_hidup,pentingnya_pekerjaan,kepuasan_finansial,kebebasan_memilih,religiusitas,skala_politik,status_pernikahan,status_pekerjaan,kelompok_usia
702070842,Singapura,Perempuan,1975,44,10,1,7,10,7,1,Menikah,Tidak bekerja,29-44
702070959,Singapura,Perempuan,1976,44,8,1,5,5,6,7,Menikah,Paruh waktu,29-44
702071075,Singapura,Laki-laki,1975,44,6,2,6,5,10,5,Menikah,Penuh waktu,29-44
702071101,Singapura,Perempuan,1976,44,8,3,6,4,3,5,Menikah,Ibu rumah tangga,29-44
702071283,Singapura,Laki-laki,1976,44,8,1,9,8,10,10,Menikah,Penuh waktu,29-44
702071295,Singapura,Laki-laki,1975,44,7,2,8,6,4,6,Menikah,Penuh waktu,29-44
702071299,Singapura,Perempuan,1976,44,6,2,6,6,7,5,Menikah,Penuh waktu,29-44
702071325,Singapura,Perempuan,1975,44,4,2,5,7,9,5,Menikah,Penuh waktu,29-44
702071351,Singapura,Perempuan,1975,44,7,2,6,7,3,4,Menikah,Ibu rumah tangga,29-44
702071372,Singapura,Perempuan,1976,44,8,2,8,8,4,6,Menikah,Ibu rumah tangga,29-44
702071427,Singapura,Laki-laki,1975,44,5,2,5,3,3,2,Menikah,Penuh waktu,29-44
702071437,Singapura,Laki-laki,1976,44,7,1,7,7,5,3,Lajang,Penuh waktu,29-44
702071443,Singapura,Laki-laki,1976,44,8,2,7,7,5,2,Menikah,Penuh waktu,29-44
702071458,Singapura,Laki-laki,1976,44,8,1,6,8,3,5,Menikah,Penuh waktu,29-44
702071582,Singapura,Laki-laki,1975,44,6,2,5,5,3,5,Menikah,Penuh waktu,29-44
702071629,Singapura,Perempuan,1975,44,8,2,8,8,3,5,Menikah,Ibu rumah tangga,29-44
702071710,Singapura,Perempuan,1976,44,6,2,6,7,5,5,Menikah,Ibu rumah tangga,29-44
702072011,Singapura,Laki-laki,1976,44,7,1,5,8,6,6,Lajang,Penuh waktu,29-44
124070038,Kanada,Laki-laki,1977,43,7,2,4,7,9,7,Menikah,Penuh waktu,29-44
124070059,Kanada,Laki-laki,1977,43,7,2,3,6,2,10,Menikah,Wiraswasta,29-44
124070197,Kanada,Perempuan,1977,43,8,2,8,8,4,5,Menikah,Penuh waktu,29-44
124070309,Kanada,Laki-laki,1977,43,1,3,4,5,9,3,Menikah,Penuh waktu,29-44
124070340,Kanada,Laki-laki,1976,43,5,1,6,4,7,10,Menikah,Penuh waktu,29-44
124070372,Kanada,Laki-laki,1976,43,6,1,8,7,3,6,Lajang,Penuh waktu,29-44
124070392,Kanada,Laki-laki,1977,43,6,2,6,7,10,5,Menikah,Penuh waktu,29-44
124070449,Kanada,Perempuan,1977,43,6,1,5,7,3,6,Menikah,Tidak bekerja,29-44
124070453,Kanada,Perempuan,1977,43,8,2,8,7,1,5,Menikah,Ibu rumah tangga,29-44
124070532,Kanada,Laki-laki,1977,43,8,3,6,10,9,6,Menikah,Penuh waktu,29-44
124070536,Kanada,Laki-laki,1977,43,7,2,7,9,7,10,Menikah,Paruh waktu,29-44
124070604,Kanada,Laki-laki,1977,43,7,1,6,8,3,4,Menikah,Penuh waktu,29-44
124070624,Kanada,Laki-laki,1977,43,3,3,2,4,3,7,Lajang,Lainnya,29-44
124070863,Kanada,Perempuan,1977,43,7,3,6,9,7,3,Kohabitasi,Penuh waktu,29-44
124070899,Kanada,Perempuan,1976,43,6,1,8,6,6,5,Menikah,Tidak bekerja,29-44
124071025,Kanada,Laki-laki,1977,43,4,2,3,6,2,6,Pisah,Penuh waktu,29-44
124071048,Kanada,Perempuan,1976,43,8,2,8,8,2,6,Kohabitasi,Penuh waktu,29-44
124071189,Kanada,Perempuan,1976,43,7,3,5,8,7,5,Lajang,Penuh waktu,29-44
124071228,Kanada,Laki-laki,1977,43,3,2,1,5,3,5,Bercerai,Tidak bekerja,29-44
124071472,Kanada,Perempuan,1977,43,7,2,1,2,7,5,Kohabitasi,Lainnya,29-44
124071501,Kanada,Perempuan,1976,43,7,1,2,8,10,8,Menikah,Penuh waktu,29-44
124071687,Kanada,Laki-laki,1976,43,1,2,6,7,9,5,Bercerai,Penuh waktu,29-44
124071748,Kanada,Laki-laki,1976,43,5,1,5,5,4,5,Menikah,Penuh waktu,29-44
124071860,Kanada,Perempuan,1977,43,8,1,8,8,3,7,Menikah,Penuh waktu,29-44
124072095,Kanada,Laki-laki,1977,43,7,2,8,7,5,5,Menikah,Penuh waktu,29-44
124072149,Kanada,Laki-laki,1977,43,7,2,7,7,1,10,Lajang,Penuh waktu,29-44
124072304,Kanada,Laki-laki,1977,43,8,2,6,10,3,5,Menikah,Penuh waktu,29-44
124072315,Kanada,Laki-laki,1976,43,4,3,6,5,4,6,Lajang,Pensiunan,29-44
124072360,Kanada,Perempuan,1976,43,8,1,3,10,1,8,Kohabitasi,Tidak bekerja,29-44
124072361,Kanada,Laki-laki,1977,43,4,2,2,7,9,10,Kohabitasi,Penuh waktu,29-44
124072642,Kanada,Laki-laki,1977,43,9,2,6,9,2,3,Menikah,Penuh waktu,29-44
124072714,Kanada,Perempuan,1976,43,9,2,9,10,5,6,Kohabitasi,Wiraswasta,29-44
124072729,Kanada,Perempuan,1977,43,3,3,5,3,2,5,Menikah,Lainnya,29-44
124072737,Kanada,Laki-laki,1977,43,7,1,8,8,10,4,Menikah,Penuh waktu,29-44
124072787,Kanada,Laki-laki,1976,43,7,2,7,8,5,4,Lajang,Penuh waktu,29-44
124072810,Kanada,Perempuan,1977,43,10,1,8,9,6,6,Menikah,Penuh waktu,29-44
124072925,Kanada,Laki-laki,1976,43,7,2,7,8,4,5,Kohabitasi,Penuh waktu,29-44
124073072,Kanada,Perempuan,1977,43,7,3,7,8,3,5,Lajang,Penuh waktu,29-44
124073080,Kanada,Perempuan,1977,43,5,2,5,5,9,4,Kohabitasi,Tidak bekerja,29-44
124073143,Kanada,Laki-laki,1977,43,7,1,8,8,9,9,Lajang,Penuh waktu,29-44
124073303,Kanada,Perempuan,1976,43,8,1,8,8,3,5,Lajang,Wiraswasta,29-44
124073535,Kanada,Laki-laki,1977,43,5,1,4,3,3,5,Menikah,Penuh waktu,29-44
124073586,Kanada,Laki-laki,1976,43,8,2,7,8,3,3,Menikah,Penuh waktu,29-44
124073991,Kanada,Perempuan,1977,43,8,2,6,9,3,5,Kohabitasi,Tidak bekerja,29-44
124074229,Kanada,Perempuan,1977,43,8,2,6,8,2,5,Bercerai,Penuh waktu,29-44
124074241,Kanada,Laki-laki,1977,43,8,1,8,10,3,6,Kohabitasi,Wiraswasta,29-44
124074301,Kanada,Laki-laki,1977,43,6,2,3,8,3,7,Bercerai,Penuh waktu,29-44
124074561,Kanada,Laki-laki,1977,43,9,1,9,9,8,9,Lajang,Penuh waktu,29-44
124074605,Kanada,Perempuan,1977,43,9,2,8,7,1,3,Menikah,Wiraswasta,29-44
124074615,Kanada,Laki-laki,1976,43,6,2,8,8,8,5,Menikah,Penuh waktu,29-44
124074617,Kanada,Laki-laki,1977,43,7,2,6,8,8,10,Lajang,Pelajar/Mahasiswa,29-44
124074776,Kanada,Laki-laki,1977,43,10,1,10,10,3,6,Menikah,Penuh waktu,29-44
124074800,Kanada,Perempuan,1977,43,9,1,8,9,8,5,Menikah,Paruh waktu,29-44
124074847,Kanada,Perempuan,1977,43,9,3,3,9,6,5,Kohabitasi,Paruh waktu,29-44
124074895,Kanada,Laki-laki,1977,43,8,2,9,8,10,10,Lajang,Penuh waktu,29-44
124074902,Kanada,Laki-laki,1976,43,2,4,3,4,4,10,Lajang,Penuh waktu,29-44
124074988,Kanada,Laki-laki,1977,43,7,1,7,8,7,7,Menikah,Penuh waktu,29-44
124075022,Kanada,Perempuan,1976,43,9,3,8,10,7,10,Menikah,Ibu rumah tangga,29-44
124075097,Kanada,Perempuan,1977,43,7,1,6,8,3,5,Menikah,Penuh waktu,29-44
124075131,Kanada,Laki-laki,1977,43,6,2,5,5,5,7,Kohabitasi,Penuh waktu,29-44
124075164,Kanada,Perempuan,1977,43,8,2,7,8,4,5,Menikah,Lainnya,29-44
124075234,Kanada,Perempuan,1977,43,7,2,6,7,4,5,Menikah,Penuh waktu,29-44
124075238,Kanada,Laki-laki,1976,43,9,2,9,8,4,8,Kohabitasi,Penuh waktu,29-44
124075303,Kanada,Laki-laki,1977,43,7,2,7,7,7,1,Lajang,Penuh waktu,29-44
124075314,Kanada,Laki-laki,1977,43,8,1,7,7,7,8,Bercerai,Penuh waktu,29-44
124075322,Kanada,Laki-laki,1977,43,8,1,9,8,3,9,Lajang,Penuh waktu,29-44
124075370,Kanada,Laki-laki,1977,43,8,1,8,8,3,5,Menikah,Penuh waktu,29-44
124075442,Kanada,Laki-laki,1976,43,9,2,7,10,3,4,Menikah,Penuh waktu,29-44
124075691,Kanada,Laki-laki,1977,43,9,1,10,9,9,9,Lajang,Penuh waktu,29-44
124075699,Kanada,Perempuan,1977,43,7,2,4,7,3,8,Menikah,Wiraswasta,29-44
124075851,Kanada,Perempuan,1976,43,5,3,7,8,3,5,Menikah,Wiraswasta,29-44
124076061,Kanada,Laki-laki,1977,43,6,1,6,9,3,4,Menikah,Tidak bekerja,29-44
554070041,Selandia Baru,Perempuan,1976,43,9,2,9,9,4,7,Menikah,Paruh waktu,29-44
554070128,Selandia Baru,Perempuan,1976,43,10,2,10,10,1,2,Menikah,Paruh waktu,29-44
554070424,Selandia Baru,Laki-laki,1976,43,8,2,8,6,4,3,Menikah,Penuh waktu,29-44
554070494,Selandia Baru,Perempuan,1976,43,8,1,7,8,5,3,Menikah,Penuh waktu,29-44
554070571,Selandia Baru,Laki-laki,1976,43,8,2,7,10,5,10,Lajang,Penuh waktu,29-44
554070573,Selandia Baru,Laki-laki,1976,43,5,2,3,5,3,1,Lajang,Penuh waktu,29-44
554070602,Selandia Baru,Laki-laki,1976,43,9,1,9,9,6,5,Menikah,Penuh waktu,29-44
554070853,Selandia Baru,Laki-laki,1976,43,6,2,8,7,2,7,Menikah,Penuh waktu,29-44
554070899,Selandia Baru,Perempuan,1976,43,9,2,9,10,4,6,Menikah,Paruh waktu,29-44
554071029,Selandia Baru,Perempuan,1976,43,9,2,8,8,5,4,Kohabitasi,Paruh waktu,29-44
554071030,Selandia Baru,Perempuan,1976,43,5,2,5,7,5,4,Lajang,Penuh waktu,29-44
702070050,Singapura,Perempuan,1977,43,7,3,7,5,10,3,Menikah,Ibu rumah tangga,29-44
702070057,Singapura,Laki-laki,1976,43,6,1,7,6,9,5,Menikah,Penuh waktu,29-44
702070146,Singapura,Laki-laki,1977,43,5,1,6,5,6,10,Menikah,Wiraswasta,29-44
702070195,Singapura,Perempuan,1976,43,7,2,5,8,6,7,Menikah,Tidak bekerja,29-44
702070222,Singapura,Perempuan,1976,43,7,1,7,7,9,2,Menikah,Paruh waktu,29-44
702070227,Singapura,Perempuan,1977,43,9,1,9,10,2,4,Menikah,Penuh waktu,29-44
702070270,Singapura,Laki-laki,1976,43,6,1,5,5,4,6,Kohabitasi,Penuh waktu,29-44
702070304,Singapura,Perempuan,1976,43,8,2,8,8,5,5,Menikah,Ibu rumah tangga,29-44
702070452,Singapura,Perempuan,1977,43,7,2,8,8,4,5,Menikah,Penuh waktu,29-44
702070487,Singapura,Perempuan,1977,43,9,3,7,8,5,7,Menikah,Penuh waktu,29-44
702070499,Singapura,Perempuan,1977,43,7,3,7,7,4,4,Lajang,Penuh waktu,29-44
702070623,Singapura,Perempuan,1976,43,8,4,8,8,5,6,Menikah,Ibu rumah tangga,29-44
702070701,Singapura,Laki-laki,1976,43,7,1,5,7,4,5,Menikah,Penuh waktu,29-44
702070713,Singapura,Perempuan,1977,43,1,1,1,3,8,3,Menikah,Tidak bekerja,29-44
702070844,Singapura,Laki-laki,1976,43,4,1,3,4,10,4,Menikah,Penuh waktu,29-44
702070891,Singapura,Perempuan,1977,43,9,2,6,9,9,8,Menikah,Penuh waktu,29-44
702070949,Singapura,Perempuan,1977,43,5,1,5,5,9,5,Menikah,Ibu rumah tangga,29-44
702071064,Singapura,Laki-laki,1976,43,10,1,10,10,1,5,Menikah,Penuh waktu,29-44
702071068,Singapura,Perempuan,1976,43,5,2,5,5,10,5,Menikah,Penuh waktu,29-44
702071141,Singapura,Laki-laki,1976,43,8,1,7,7,6,2,Menikah,Penuh waktu,29-44
702071145,Singapura,Perempuan,1977,43,7,3,8,6,4,4,Menikah,Ibu rumah tangga,29-44
702071187,Singapura,Perempuan,1977,43,6,2,6,8,9,8,Lajang,Tidak bekerja,29-44
702071235,Singapura,Perempuan,1976,43,8,3,8,8,7,7,Menikah,Paruh waktu,29-44
702071261,Singapura,Perempuan,1977,43,10,1,10,10,8,6,Menikah,Ibu rumah tangga,29-44
702071432,Singapura,Laki-laki,1976,43,6,2,4,5,3,4,Menikah,Penuh waktu,29-44
702071436,Singapura,Laki-laki,1977,43,9,1,7,7,6,10,Menikah,Pelajar/Mahasiswa,29-44
702071438,Singapura,Laki-laki,1977,43,10,1,8,5,6,-2,Menikah,Penuh waktu,29-44
702071445,Singapura,Perempuan,1977,43,6,1,5,5,7,5,Lajang,Paruh waktu,29-44
702071472,Singapura,Laki-laki,1976,43,3,1,3,3,2,5,Bercerai,Penuh waktu,29-44
702071477,Singapura,Laki-laki,1977,43,4,2,8,6,4,-2,Menikah,Penuh waktu,29-44
702071535,Singapura,Laki-laki,1976,43,6,1,5,5,9,8,Menikah,Penuh waktu,29-44
702071565,Singapura,Laki-laki,1976,43,6,1,2,8,6,5,Menikah,Penuh waktu,29-44
702071663,Singapura,Perempuan,1976,43,9,1,8,9,6,4,Menikah,Penuh waktu,29-44
702071735,Singapura,Perempuan,1977,43,6,2,6,6,9,7,Menikah,Ibu rumah tangga,29-44
702071751,Singapura,Perempuan,1977,43,9,4,9,9,5,5,Menikah,Penuh waktu,29-44
702071837,Singapura,Laki-laki,1977,43,7,1,7,7,10,4,Lajang,Penuh waktu,29-44
702071887,Singapura,Perempuan,1977,43,7,1,7,7,9,2,Menikah,Penuh waktu,29-44
124070027,Kanada,Laki-laki,1978,42,8,1,8,8,4,5,Kohabitasi,Penuh waktu,29-44
124070069,Kanada,Perempuan,1977,42,6,2,5,6,4,5,Lajang,Penuh waktu,29-44
124070073,Kanada,Perempuan,1978,42,10,2,10,10,1,6,Kohabitasi,Penuh waktu,29-44
124070169,Kanada,Perempuan,1978,42,8,1,5,8,3,6,Lajang,Penuh waktu,29-44
124070333,Kanada,Laki-laki,1978,42,4,2,1,4,4,4,Kohabitasi,Penuh waktu,29-44
124070364,Kanada,Perempuan,1978,42,8,2,8,8,4,5,Lajang,Penuh waktu,29-44
124070391,Kanada,Laki-laki,1978,42,8,2,7,7,3,7,Menikah,Penuh waktu,29-44
124070509,Kanada,Perempuan,1978,42,2,1,7,4,5,5,Lajang,Wiraswasta,29-44
124070583,Kanada,Laki-laki,1977,42,6,3,5,8,2,2,Kohabitasi,Wiraswasta,29-44
124070727,Kanada,Perempuan,1977,42,8,1,7,7,1,7,Menikah,Penuh waktu,29-44
124070780,Kanada,Perempuan,1978,42,8,2,8,10,9,5,Lajang,Wiraswasta,29-44
124071362,Kanada,Laki-laki,1977,42,7,2,5,6,5,9,Kohabitasi,Penuh waktu,29-44
124071431,Kanada,Perempuan,1978,42,8,2,8,8,10,10,Menikah,Penuh waktu,29-44
124071492,Kanada,Perempuan,1978,42,6,1,4,6,6,5,Kohabitasi,Penuh waktu,29-44
124071549,Kanada,Perempuan,1978,42,3,1,1,6,8,5,Bercerai,Penuh waktu,29-44
124071738,Kanada,Laki-laki,1978,42,7,3,8,7,3,4,Lajang,Penuh waktu,29-44
124071767,Kanada,Perempuan,1978,42,6,1,4,10,7,8,Bercerai,Penuh waktu,29-44
124072092,Kanada,Perempuan,1978,42,7,2,3,8,3,3,Kohabitasi,Wiraswasta,29-44
124072209,Kanada,Perempuan,1978,42,7,1,4,8,3,5,Kohabitasi,Paruh waktu,29-44
124072276,Kanada,Laki-laki,1978,42,10,1,7,10,8,5,Kohabitasi,Lainnya,29-44
124072287,Kanada,Laki-laki,1977,42,8,1,9,7,9,8,Bercerai,Wiraswasta,29-44
124072480,Kanada,Laki-laki,1978,42,9,1,6,8,4,4,Menikah,Penuh waktu,29-44
124072541,Kanada,Laki-laki,1978,42,5,4,6,9,3,5,Bercerai,Ibu rumah tangga,29-44
124072565,Kanada,Laki-laki,1978,42,9,2,9,8,8,7,Menikah,Wiraswasta,29-44
124072593,Kanada,Perempuan,1978,42,9,2,9,10,2,7,Menikah,Penuh waktu,29-44
124072611,Kanada,Laki-laki,1978,42,8,2,7,8,2,4,Menikah,Penuh waktu,29-44
124072658,Kanada,Laki-laki,1977,42,6,2,5,7,5,3,Menikah,Penuh waktu,29-44
124072852,Kanada,Laki-laki,1978,42,6,1,5,8,5,4,Lajang,Pelajar/Mahasiswa,29-44
124073216,Kanada,Laki-laki,1977,42,4,2,3,7,8,3,Lajang,Penuh waktu,29-44
124073268,Kanada,Laki-laki,1978,42,9,1,9,8,5,8,Menikah,Penuh waktu,29-44
124073446,Kanada,Laki-laki,1978,42,8,1,7,6,6,6,Kohabitasi,Penuh waktu,29-44
124073506,Kanada,Laki-laki,1978,42,5,2,5,5,6,5,Menikah,Penuh waktu,29-44
124073527,Kanada,Perempuan,1978,42,7,2,5,7,1,5,Bercerai,Penuh waktu,29-44
124073571,Kanada,Perempuan,1978,42,10,2,9,8,1,4,Menikah,Paruh waktu,29-44
124073646,Kanada,Perempuan,1978,42,7,2,5,8,5,7,Lajang,Penuh waktu,29-44
124073662,Kanada,Laki-laki,1978,42,8,1,7,9,2,4,Lajang,Penuh waktu,29-44
124073664,Kanada,Perempuan,1978,42,7,1,5,6,5,5,Menikah,Penuh waktu,29-44
124073763,Kanada,Laki-laki,1978,42,6,1,7,8,6,6,Kohabitasi,Penuh waktu,29-44
124073969,Kanada,Perempuan,1978,42,5,3,4,7,3,5,Lajang,Wiraswasta,29-44
124074346,Kanada,Laki-laki,1977,42,9,3,8,9,4,7,Menikah,Wiraswasta,29-44
124074568,Kanada,Laki-laki,1977,42,9,1,8,9,7,8,Lajang,Penuh waktu,29-44
124074620,Kanada,Laki-laki,1978,42,7,1,6,7,1,6,Lajang,Penuh waktu,29-44
124074651,Kanada,Perempuan,1978,42,10,2,6,10,3,5,Lajang,Lainnya,29-44
124074655,Kanada,Perempuan,1977,42,7,1,6,7,5,5,Menikah,Penuh waktu,29-44
124074716,Kanada,Perempuan,1977,42,8,2,2,5,8,5,Kohabitasi,Penuh waktu,29-44
124074819,Kanada,Perempuan,1978,42,8,2,5,2,2,5,Janda/Duda,Penuh waktu,29-44
124075095,Kanada,Laki-laki,1978,42,6,2,5,7,3,4,Kohabitasi,Lainnya,29-44
124075115,Kanada,Perempuan,1978,42,3,1,1,6,3,3,Kohabitasi,Penuh waktu,29-44
124075154,Kanada,Laki-laki,1978,42,8,2,7,7,3,8,Menikah,Penuh waktu,29-44
124075199,Kanada,Laki-laki,1977,42,7,2,6,8,1,3,Menikah,Penuh waktu,29-44
124075292,Kanada,Perempuan,1978,42,7,3,8,7,3,5,Kohabitasi,Ibu rumah tangga,29-44
124075412,Kanada,Perempuan,1977,42,8,2,9,10,4,5,Pisah,Paruh waktu,29-44
124075458,Kanada,Laki-laki,1978,42,7,1,5,7,4,5,Lajang,Penuh waktu,29-44
124075720,Kanada,Perempuan,1978,42,8,3,8,8,3,8,Menikah,Penuh waktu,29-44
124075807,Kanada,Laki-laki,1978,42,8,1,9,8,4,6,Menikah,Penuh waktu,29-44
124075822,Kanada,Laki-laki,1978,42,9,1,9,8,7,5,Menikah,Penuh waktu,29-44
124075860,Kanada,Perempuan,1978,42,7,1,8,9,5,7,Kohabitasi,Wiraswasta,29-44
124075982,Kanada,Laki-laki,1978,42,6,3,5,8,5,5,Menikah,Penuh waktu,29-44
124075992,Kanada,Laki-laki,1978,42,9,1,9,10,9,9,Lajang,Penuh waktu,29-44
554070012,Selandia Baru,Perempuan,1977,42,8,2,8,10,4,7,Menikah,Penuh waktu,29-44
554070089,Selandia Baru,Perempuan,1977,42,6,3,9,8,5,5,Menikah,Ibu rumah tangga,29-44
554070131,Selandia Baru,Laki-laki,1977,42,8,2,7,8,1,7,Pisah,Penuh waktu,29-44
554070193,Selandia Baru,Perempuan,1977,42,7,2,5,7,8,4,Lajang,Paruh waktu,29-44
554070274,Selandia Baru,Perempuan,1977,42,7,2,7,6,5,6,Menikah,Paruh waktu,29-44
554070374,Selandia Baru,Laki-laki,1977,42,8,2,8,8,2,5,Lajang,Penuh waktu,29-44
554070605,Selandia Baru,Perempuan,1977,42,8,2,9,6,5,4,Menikah,Paruh waktu,29-44
554070826,Selandia Baru,Laki-laki,1977,42,8,2,8,9,5,5,Kohabitasi,Penuh waktu,29-44
554070840,Selandia Baru,Perempuan,1977,42,6,2,8,7,5,1,Kohabitasi,Ibu rumah tangga,29-44
554070885,Selandia Baru,Laki-laki,1977,42,9,1,9,8,7,5,Menikah,Wiraswasta,29-44
554071037,Selandia Baru,Perempuan,1977,42,9,2,8,8,9,2,Menikah,Penuh waktu,29-44
702070002,Singapura,Perempuan,1977,42,2,3,2,3,3,8,Lajang,Penuh waktu,29-44
702070036,Singapura,Perempuan,1978,42,7,2,7,6,5,5,Lajang,Penuh waktu,29-44
702070098,Singapura,Perempuan,1978,42,8,2,7,8,5,5,Menikah,Penuh waktu,29-44
702070149,Singapura,Perempuan,1977,42,8,3,10,10,8,5,Menikah,Penuh waktu,29-44
702070204,Singapura,Perempuan,1977,42,10,1,10,8,9,5,Menikah,Penuh waktu,29-44
702070242,Singapura,Perempuan,1978,42,7,3,10,5,4,10,Menikah,Penuh waktu,29-44
702070279,Singapura,Perempuan,1978,42,5,3,8,5,3,5,Menikah,Ibu rumah tangga,29-44
702070294,Singapura,Perempuan,1978,42,7,2,7,8,4,7,Menikah,Penuh waktu,29-44
702070346,Singapura,Laki-laki,1978,42,8,3,7,8,5,6,Menikah,Penuh waktu,29-44
702070347,Singapura,Perempuan,1977,42,7,1,7,7,9,5,Lajang,Penuh waktu,29-44
702070411,Singapura,Laki-laki,1978,42,8,2,9,8,8,6,Menikah,Penuh waktu,29-44
702070435,Singapura,Laki-laki,1977,42,1,1,1,5,10,5,Menikah,Penuh waktu,29-44
702070440,Singapura,Laki-laki,1977,42,8,1,8,7,9,6,Menikah,Penuh waktu,29-44
702070448,Singapura,Perempuan,1977,42,8,2,8,9,1,4,Lajang,Penuh waktu,29-44
702070472,Singapura,Laki-laki,1977,42,8,1,8,8,8,9,Menikah,Penuh waktu,29-44
702070599,Singapura,Perempuan,1977,42,8,2,8,10,6,5,Menikah,Penuh waktu,29-44
702070603,Singapura,Perempuan,1977,42,8,1,7,7,3,5,Menikah,Penuh waktu,29-44
702070740,Singapura,Perempuan,1977,42,6,3,5,5,4,5,Lajang,Penuh waktu,29-44
702070813,Singapura,Perempuan,1977,42,1,3,1,1,3,4,Lajang,Tidak bekerja,29-44
702070854,Singapura,Laki-laki,1977,42,8,1,8,8,2,1,Menikah,Penuh waktu,29-44
702070863,Singapura,Perempuan,1977,42,8,1,3,9,6,4,Menikah,Ibu rumah tangga,29-44
702070924,Singapura,Laki-laki,1977,42,3,1,6,7,2,7,Menikah,Penuh waktu,29-44
702070944,Singapura,Perempuan,1978,42,7,1,4,8,9,5,Menikah,Penuh waktu,29-44
702070990,Singapura,Perempuan,1978,42,7,2,8,8,3,3,Menikah,Penuh waktu,29-44
702071025,Singapura,Perempuan,1977,42,6,1,4,6,3,7,Pisah,Penuh waktu,29-44
702071100,Singapura,Laki-laki,1978,42,8,2,8,6,5,8,Menikah,Penuh waktu,29-44
702071116,Singapura,Perempuan,1978,42,7,2,5,6,4,5,Menikah,Ibu rumah tangga,29-44
702071132,Singapura,Perempuan,1978,42,7,1,5,5,5,4,Bercerai,Tidak bekerja,29-44
702071278,Singapura,Perempuan,1978,42,10,1,3,6,3,6,Bercerai,Penuh waktu,29-44
702071310,Singapura,Laki-laki,1978,42,10,1,8,8,10,9,Menikah,Penuh waktu,29-44
702071404,Singapura,Laki-laki,1978,42,7,1,5,7,3,6,Lajang,Penuh waktu,29-44
702071429,Singapura,Laki-laki,1977,42,8,1,8,8,4,5,Lajang,Penuh waktu,29-44
702071442,Singapura,Laki-laki,1978,42,4,2,3,7,4,4,Menikah,Wiraswasta,29-44
702071450,Singapura,Perempuan,1978,42,8,2,7,8,5,4,Menikah,Penuh waktu,29-44
702071460,Singapura,Laki-laki,1978,42,4,2,4,5,3,5,Menikah,Wiraswasta,29-44
702071467,Singapura,Perempuan,1977,42,7,3,7,6,10,4,Menikah,Penuh waktu,29-44
702071584,Singapura,Perempuan,1977,42,8,2,5,7,8,5,Lajang,Penuh waktu,29-44
702071656,Singapura,Laki-laki,1977,42,6,1,6,7,8,5,Menikah,Penuh waktu,29-44
702071692,Singapura,Perempuan,1978,42,4,2,2,5,8,6,Menikah,Ibu rumah tangga,29-44
702071709,Singapura,Perempuan,1978,42,8,2,6,8,5,5,Menikah,Ibu rumah tangga,29-44
702071750,Singapura,Perempuan,1978,42,7,2,6,7,7,3,Lajang,Tidak bekerja,29-44
702071759,Singapura,Perempuan,1978,42,8,2,8,9,5,7,Lajang,Penuh waktu,29-44
702071783,Singapura,Perempuan,1978,42,8,1,7,6,8,5,Menikah,Ibu rumah tangga,29-44
702071813,Singapura,Laki-laki,1978,42,6,3,7,7,6,3,Menikah,Penuh waktu,29-44
124070291,Kanada,Perempuan,1979,41,8,3,6,8,3,1,Bercerai,Wiraswasta,29-44
124070332,Kanada,Laki-laki,1979,41,10,1,7,9,4,9,Menikah,Penuh waktu,29-44
124070408,Kanada,Laki-laki,1979,41,9,2,9,9,4,9,Menikah,Penuh waktu,29-44
124070472,Kanada,Laki-laki,1979,41,8,1,6,8,2,7,Menikah,Penuh waktu,29-44
124070497,Kanada,Perempuan,1978,41,7,1,7,6,4,6,Lajang,Penuh waktu,29-44
124070519,Kanada,Perempuan,1979,41,9,1,8,10,4,4,Kohabitasi,Penuh waktu,29-44
124070533,Kanada,Laki-laki,1978,41,5,4,5,5,6,10,Lajang,Tidak bekerja,29-44
124070553,Kanada,Perempuan,1979,41,8,1,5,8,8,5,Pisah,Wiraswasta,29-44
124070675,Kanada,Laki-laki,1979,41,7,2,7,8,7,8,Menikah,Tidak bekerja,29-44
124070867,Kanada,Perempuan,1979,41,9,4,10,10,1,5,Menikah,Ibu rumah tangga,29-44
124070911,Kanada,Perempuan,1979,41,6,2,4,6,9,5,Menikah,Paruh waktu,29-44
124071338,Kanada,Perempuan,1979,41,7,2,6,7,3,5,Menikah,Tidak bekerja,29-44
124071363,Kanada,Perempuan,1979,41,3,3,4,7,1,5,Lajang,Tidak bekerja,29-44
124071467,Kanada,Laki-laki,1979,41,8,1,6,2,6,9,Menikah,Penuh waktu,29-44
124071560,Kanada,Laki-laki,1979,41,6,1,5,5,5,8,Menikah,Penuh waktu,29-44
124071571,Kanada,Perempuan,1979,41,7,1,4,9,3,5,Kohabitasi,Penuh waktu,29-44
124071889,Kanada,Perempuan,1979,41,7,2,9,9,6,3,Menikah,Penuh waktu,29-44
124071901,Kanada,Perempuan,1979,41,5,2,6,7,7,6,Menikah,Penuh waktu,29-44
124071934,Kanada,Laki-laki,1979,41,10,2,9,10,4,4,Kohabitasi,Penuh waktu,29-44
124071957,Kanada,Perempuan,1979,41,7,2,6,7,4,5,Pisah,Lainnya,29-44
124071970,Kanada,Perempuan,1979,41,8,2,8,8,8,5,Menikah,Paruh waktu,29-44
124072167,Kanada,Laki-laki,1979,41,8,1,7,9,3,8,Kohabitasi,Pelajar/Mahasiswa,29-44
